city_id,x,y,route_position
0,35.508,91.8004,0
13,1.98922,47.2874,1
19,7.63148,43.1281,2
3,11.3913,45.597,3
10,28.411,50.8743,4
2,22.6211,45.0107,5
8,18.4905,33.4499,6
4,11.4832,6.25495,7
15,35.1889,17.1454,8
18,53.0153,18.3577,9
11,56.0945,24.0765,10
7,51.1237,30.4197,11
9,70.7264,44.4848,12
5,50.7917,63.3089,13
6,56.2683,63.1725,14
16,74.0559,71.5361,15
1,65.0314,84.3635,16
17,50.9683,85.4913,17
12,50.7914,69.6011,18
14,37.0685,75.4229,19
